,TILD001,TILD028,VUILD64,VUILD65,VUHD65,VUHD66,VUHD70,VUILD59,VUILD60,VUILD61,VUILD63,THD0001,TILD015,THD0002,TILD010,TILD006,THD0005,VUHD71,VUHD67,VUHD68,VUILD53,VUHD69
TM9SF4,0.11736913,0.172863059,0.148815588,0.099061331,0.288789389,0.12674306,0.192877771,0.157231221,0.152736921,0.146467336,0.153115042,0.157844856,0.279332007,0.137334696,0.076499835,0.097268702,0.266487039,0.060734326,0.173120785,0.175992174,0.049477776,0.36048328
ASXL1,0.190965357,0.21847363,0.258715863,0.121745615,0.38405519,0.298784297,0.397567384,0.240361896,0.124020579,0.196388476,0.227051523,0.257876629,0.305918377,0.219769287,0.125747105,0.191647061,0.190468774,0.075236944,0.245658086,0.215805549,0.173904084,0.07600662
COMMD7,0.361129913,0.477031943,0.49618556,0.415663716,0.804682425,0.635949389,0.598160142,0.495229672,0.525398658,0.617861018,0.851563021,0.466613552,0.649348544,0.398327049,0.510898683,0.172163882,0.256083043,0.197780304,0.581807663,0.533806763,0.243645375,0.551400863
BPIFA1,0.012461902,0.027965628,0.250868811,0.697961744,0.29071296,0.197642426,0.00782503,0.234407049,0.072997136,0.38882396,3.32E-05,0.000332911,0.000999135,2.95E-05,0.022304096,0.531160147,0.002544426,0.029248923,0.01334771,0.000568102,0.021692296,0.000615757
BPIFB1,0.953804056,1.208691114,2.210661643,13.05967822,1.807815121,2.193599999,0.486957994,2.569874011,1.309985927,7.860656853,0.301614301,0.007027163,0.202143215,0.109520509,1.574571422,0.260660221,0.012756821,0.531438799,0.321122276,0.067861308,0.392018185,0.002397767
CDK5RAP1,0.051404737,0.129563518,0.088745059,0.069418203,0.218710792,0.100430334,0.227156193,0.13725558,0.082857681,0.097666028,0.146911761,0.131972368,0.173702872,0.095266428,0.092296612,0.037545421,0.137241506,0.039002118,0.140973792,0.146898893,0.035235127,0.249607145
CBFA2T2,0.086997681,0.090707059,0.075775981,0.042666721,0.157438626,0.080766472,0.156924895,0.061182869,0.075930107,0.077987218,0.064096877,0.066384956,0.162966524,0.093952418,0.066937551,0.028560297,0.137234331,0.014528837,0.076434184,0.079943839,0.025234412,0.078663259
NECAB3,0.0315,0.050255208,0.052786119,0.033446426,0.253958058,0.25101887,0.189235158,0.100228366,0.065673348,0.123633484,0.100835215,0.109394696,0.050735383,0.061608185,0.043267225,0.014899394,0.05061472,0.024385627,0.141474409,0.114954386,0.02821908,0.038372455
PXMP4,0.027180931,0.056415002,0.074958013,0.075252417,0.115847843,0.135573104,0.097138604,0.120099035,0.073278261,0.077451633,0.091310447,0.069256214,0.066564858,0.063454054,0.067021712,0.060229087,0.048614372,0.027722342,0.070623368,0.079907733,0.036778958,0.06344088
RALY,0.651011745,0.843265004,0.836794551,0.685879913,1.874152163,1.266508871,1.456814858,1.092100472,0.794306672,1.036482895,1.261319031,0.983311557,1.059854547,0.836278243,0.721467406,0.30507001,0.579701068,0.298562664,1.347602451,1.070883636,0.52755127,0.811810675
AHCY,0.206106501,0.466092687,0.238951906,0.339935687,1.135819021,0.520604277,0.443382228,0.37265821,0.321201864,0.512193173,0.568931988,0.546430286,0.471318236,0.461502575,0.313181267,0.078803358,0.195747006,0.15071694,0.691730036,0.567555627,0.155726198,0.455084177
ITCH,0.264449612,0.25250617,0.188102924,0.12301369,0.367353782,0.174760428,0.353378501,0.19733261,0.185887,0.226649744,0.230946137,0.263616333,0.391881421,0.236780914,0.196018515,0.102384856,0.322377695,0.072363914,0.256977331,0.236261872,0.126009727,0.371187347
DYNLRB1,0.867535505,0.923333818,1.325143998,1.18125028,2.890248052,1.700903677,3.186416724,2.63821426,1.343547818,1.568748139,1.813054934,1.04556291,1.10425348,0.962863074,1.001101772,1.219281546,0.60331981,0.708936891,2.235248243,2.244184923,0.60579339,0.952919962
MAP1LC3A,0.201220636,0.112196486,0.220105216,0.122746454,0.196663467,0.350441247,0.136050456,0.243044758,0.155135011,0.201960409,0.185396467,0.125240341,0.121141623,0.151031795,0.098811064,0.144890738,0.075461659,0.092561466,0.127427854,0.098112148,0.113397635,0.026595195
PIGU,0.036543187,0.042954991,0.056115584,0.075362755,0.095059684,0.080701931,0.064243529,0.101063986,0.07034824,0.080618671,0.060534925,0.054764957,0.073204099,0.034373841,0.040348134,0.020732321,0.044981559,0.038100603,0.06202033,0.087513037,0.064993477,0.055017754
NCOA6,0.091180103,0.096043346,0.104620449,0.063570734,0.183681225,0.07437722,0.217281238,0.09668234,0.089715211,0.092046123,0.108029922,0.116234692,0.120430614,0.087785562,0.05110925,0.033773309,0.080610273,0.02939959,0.139758354,0.111716436,0.049778702,0.068744602
TP53INP2,0.154964433,0.101251805,0.115981937,0.051371027,0.047166514,0.051644828,0.075524472,0.181390495,0.042478647,0.091123013,0.04166696,0.104294134,0.109131679,0.080426612,0.060155115,0.024427156,0.095510478,0.013650382,0.03024439,0.126186792,0.056343925,0.120464154
ACSS2,0.091936789,0.082839913,0.146121232,0.08859823,0.273912435,0.211191103,0.241519435,0.20198569,0.117680013,0.199145853,0.141777646,0.13960086,0.178943487,0.1597355,0.064542435,0.048109851,0.109205647,0.037697093,0.184803339,0.161153063,0.081568966,0.270301821
GSS,0.140756959,0.202788927,0.230240376,0.205431512,0.462998237,0.248221714,0.323827514,0.328397738,0.207921887,0.270268518,0.276277992,0.20722393,0.298495305,0.172738436,0.210961821,0.073134999,0.181909874,0.101331326,0.257932429,0.338253152,0.125357991,0.167476895
TRPC4AP,0.261145106,0.251362044,0.244718072,0.165838448,0.430978872,0.189816463,0.314878999,0.247171881,0.174781394,0.228641171,0.308648939,0.31561729,0.443842869,0.252671233,0.199721547,0.125448031,0.286903564,0.076717835,0.271321285,0.27024782,0.071137379,0.398624341
EDEM2,0.16829956,0.365544312,0.523630634,0.405343928,0.85372441,0.338334512,0.646509504,1.169173543,0.382012018,0.350456296,0.643881648,0.284790039,0.571943387,0.212050978,0.243498996,0.094862852,0.239054556,0.30623018,0.479993508,0.864958504,0.196585212,0.320067351
PROCR,0.227410345,0.227623715,0.270795221,0.206134749,0.287999405,0.16588894,0.197888503,0.373547813,0.159353808,0.186060904,0.327149543,0.104731043,0.528752038,0.082922612,0.150624092,0.111298774,0.101356651,0.190670646,0.118279149,0.368036455,0.067025533,0.045084853
EIF6,0.552658614,0.724844208,0.947719333,0.773028122,1.278622464,0.824682278,1.027341048,1.296807328,0.557157544,0.807065079,1.281360548,0.604617039,0.955178019,0.579933845,0.614177883,0.845783424,0.416319518,0.577858898,1.01903847,1.291251511,0.633597725,0.646617395
ERGIC3,0.787607778,1.117799514,1.233207706,1.08492912,2.350454127,1.689646086,1.636359004,1.735309,1.158978186,1.551343336,1.492298149,1.299157988,1.197753307,1.072164765,0.988595097,1.010057386,0.761850197,0.636164456,1.544180535,1.561549997,0.588020198,0.908058049
CPNE1,0.315886504,0.376585558,0.406683389,0.33899706,0.65143145,0.345657173,0.216782766,0.19363588,0.31961964,0.413080243,0.440224164,0.337677752,0.573494018,0.316600365,0.211509183,0.161560842,0.276987526,0.101987905,0.380557443,0.427971616,0.233473107,0.255612637
RBM12,0.209565569,0.096385425,0.126154944,0.06416445,0.164452827,0.085373804,0.207524158,0.123110164,0.120168518,0.147451245,0.130062681,0.150688352,0.157315997,0.125879764,0.045365967,0.025132639,0.075755247,0.032619714,0.118045337,0.142869387,0.143931369,0.082145699
ROMO1,1.315552864,0.644974036,2.457203537,1.517512657,3.383224297,2.55558453,3.433002731,3.61464642,2.210084616,2.883598068,2.171355673,1.624348437,1.221047843,1.041710319,1.109867426,1.457738193,0.727279499,1.140636213,2.082056464,2.836387587,1.202991357,0.744198239
RBM39,2.092454195,1.650189875,1.272290744,0.855918858,1.855492917,1.480921257,1.615954964,1.403193062,1.067507547,1.340708959,1.376329113,1.778902401,2.29071688,1.541509726,0.913024533,1.433573016,2.110353312,0.333244072,1.305859537,1.406649516,1.46446353,2.237255514
PHF20,0.545187929,0.490652321,0.404796917,0.262524398,0.744469545,0.354627018,0.577089787,0.435513522,0.370309118,0.352412593,0.438387722,0.531386625,0.50293331,0.476729108,0.311554402,0.25726408,0.456935609,0.11678469,0.520294478,0.464546267,0.295606685,0.560646221
SCAND1,0.640516586,1.139316071,1.123057438,1.002655879,2.425740959,1.462780868,1.752174007,1.508266316,1.142283589,1.298355124,1.367203303,1.360470871,1.111847744,1.297247212,0.927607217,1.276115229,0.626274973,0.740185035,1.814032021,1.527569841,0.566845071,1.173271132
EPB41L1,0.066979698,0.056819204,0.064058167,0.095781153,0.266048963,0.074953109,0.271898697,0.244249321,0.099751478,0.106705348,0.113197047,0.050064626,0.051963174,0.041074033,0.070185654,0.039232669,0.083144449,0.073062294,0.204494269,0.350406051,0.051958447,0.016141462
AAR2,0.091491577,0.122989247,0.101452804,0.074609283,0.201782103,0.08668811,0.156746399,0.106228834,0.100761106,0.121166296,0.171313722,0.133088974,0.154047389,0.118712088,0.071502864,0.023947064,0.073951311,0.0391257,0.128035611,0.130278359,0.037227288,0.213878837
DLGAP4,0.224094786,0.203741463,0.247383471,0.163008856,0.330039839,0.153944184,0.28151303,0.170949586,0.159616487,0.275499242,0.281140055,0.20417628,0.340226277,0.144328269,0.152025022,0.071219648,0.126881812,0.045136566,0.253052245,0.175005691,0.105200167,0.372054423
MYL9,0.428380057,0.139705742,0.18586722,0.104398696,0.191614977,0.540369485,0.07644935,0.175135096,0.136194413,0.215616138,0.221527813,0.032091005,0.089989535,0.074525624,0.190031619,0.192495154,0.037710445,0.126101513,0.079375947,0.063781637,0.32086066,0.078857348
NDRG3,0.089207683,0.087201218,0.098340886,0.102177662,0.310735479,0.115033918,0.177891047,0.122632571,0.166585145,0.134239673,0.150332142,0.155462677,0.133758268,0.12484125,0.078938172,0.033681045,0.110729437,0.04861285,0.184956675,0.174860143,0.039819706,0.110801513
RPN2,0.828927244,1.104131338,1.481662431,1.258237254,2.266266755,1.429343388,1.726468121,1.920772668,1.4691002,1.557476567,1.970395171,0.990327644,1.616471929,0.727953769,0.769558574,0.392711855,0.996490065,0.606145903,1.18266573,1.887845697,0.644275139,1.111146023
MANBAL,0.077645462,0.101853497,0.112653846,0.12806822,0.248811565,0.151818031,0.191141543,0.13267432,0.127819833,0.154455227,0.17489142,0.10293042,0.109545841,0.089342653,0.086083419,0.076402346,0.061079806,0.050579429,0.175116423,0.125599404,0.054601626,0.045473875
BLCAP,0.14555183,0.193098656,0.250929025,0.228310517,0.627922106,0.300841863,0.563009649,0.381165577,0.25477054,0.299781423,0.357496958,0.309428826,0.298249889,0.232876454,0.204871065,0.056546976,0.17457491,0.132023382,0.439317832,0.419775541,0.147307915,0.333849796
CTNNBL1,0.345541905,0.2503812,0.259152875,0.161438267,0.403755016,0.24291491,0.40766612,0.307023676,0.183170132,0.269869936,0.307082332,0.222940861,0.368170746,0.214469546,0.164293425,0.079273362,0.204657237,0.109778473,0.256886821,0.304041167,0.240187732,0.31698476
VSTM2L,0.006010391,0.018837823,0.02717269,0.07606747,0.012586327,0.015273996,0.00961481,0.012255574,0.034235409,0.052950404,0.008671842,0.000984237,0.001242243,0.001193896,0.007602333,0.002922464,0.000234669,0.001869341,0.002016655,0.000634206,0.0227353,0.00110066
RPRD1B,0.127000391,0.149777684,0.068435754,0.067130709,0.152836075,0.048830985,0.147270331,0.133210352,0.09737566,0.111653651,0.13567221,0.102861603,0.172960443,0.092997571,0.081276601,0.050563219,0.110501928,0.035855556,0.117265929,0.114601762,0.117211651,0.108017583
TGM2,0.320001262,0.278228973,1.138268031,0.274066252,0.885719965,0.384394251,0.391702139,1.964603173,0.262303712,0.585859218,0.439823772,0.114467671,0.911746626,0.167985714,0.190344542,0.383426899,0.309547323,0.169997645,0.447118794,0.371794619,0.389592856,0.270544901
RALGAPB,0.125064661,0.117312075,0.116551551,0.077024233,0.199244306,0.063435505,0.132016297,0.115641247,0.12345801,0.103745826,0.161726061,0.112746884,0.181106454,0.104184546,0.084911694,0.038290136,0.137806558,0.037783134,0.137814071,0.120378442,0.07728971,0.227063548
CHD6,0.112252114,0.126678896,0.144928006,0.107237844,0.198024713,0.12816153,0.151278793,0.124666814,0.129908607,0.096899845,0.125329761,0.17518988,0.193766853,0.120410287,0.099814638,0.095730488,0.165938791,0.028940377,0.136853011,0.140231519,0.060938564,0.186836261
PTPRT,0.000740315,0.001919885,0.011286128,0.002487931,0.002466044,0.004144164,0.001607111,0.001460223,0.012744825,0.016839187,0.002089114,0.000104413,0.000399451,1.02E-05,0.004627977,0.000492309,0.001439027,0.000107807,0.000223798,0.000315927,0.00751289,0.000192705
SRSF6,0.339890259,0.280248231,0.260080372,0.154502964,0.326088827,0.231962638,0.259939658,0.439355031,0.200782524,0.367791779,0.209264468,0.289100849,0.443827701,0.171368088,0.193809692,0.096799066,0.172254941,0.071321578,0.287559273,0.400190593,0.660609932,0.258870902
IFT52,0.106924316,0.127130656,0.12588003,0.116126584,0.361578099,0.217880549,0.153501126,0.179474067,0.188087268,0.195727763,0.207364203,0.157908517,0.157606609,0.119458654,0.132918197,0.021098388,0.097331558,0.072293398,0.23502065,0.185488703,0.068004115,0.081981664
OSER1,0.275685297,0.302055364,0.250502744,0.166757459,0.718361853,0.296132641,1.037799056,0.514629232,0.294559696,0.261087785,0.326384934,0.544801667,0.414095695,0.507312197,0.137839859,0.10663582,0.301201477,0.100731011,0.443778526,0.528461502,0.313035024,0.522505266
SERINC3,0.663976973,0.5706302,0.480393929,0.385497411,1.134518873,0.481681157,0.632221256,0.776831605,0.61587359,0.519697002,0.656839888,0.607228339,0.788577329,0.628323921,0.371889668,0.174839002,0.62412964,0.212931291,0.787242551,0.811984608,0.373740116,0.733624108
PKIG,0.117084915,0.057726875,0.063247062,0.03955139,0.088748682,0.142665944,0.156636385,0.083635746,0.084469621,0.11135988,0.066439631,0.024682533,0.039341955,0.041548299,0.034586386,0.041805281,0.042685668,0.042493456,0.071993321,0.070760841,0.081436354,0.007119275
YWHAB,2.83977396,3.129587506,4.589995825,3.568284806,4.984182481,3.219325827,4.939180724,5.790544434,3.299814232,3.538736559,4.822776535,3.64666192,4.587625905,3.260300317,3.319400508,3.921950433,2.4419451,1.913389336,4.091936857,5.008537195,1.57301633,3.013956894
STK4,0.638399296,0.641768122,0.524720376,0.325158925,0.690443202,0.506187864,0.52438081,0.563204229,0.446465449,0.401404052,0.533446749,0.734572928,1.263796622,0.517785391,0.447324644,0.229695282,0.817037566,0.153747716,0.622254846,0.48598372,0.575910519,0.978668368
SLPI,1.296920128,1.77664828,8.080063663,17.91833143,6.460268191,8.889985251,1.321681316,4.225306884,5.033187041,12.34322967,4.75249918,2.351371492,0.751347579,2.73580825,2.343280824,1.940001187,0.216951568,1.648353351,5.136035082,0.332561631,1.210907232,0.456295511
SDC4,0.546858877,1.080803808,0.613696441,0.311213375,0.680894534,0.459093091,0.807156676,0.432992995,0.639265593,0.735442521,0.596004904,0.718094723,0.562590539,0.902163433,0.49089795,0.197228584,0.185412576,0.16680516,0.503174326,0.476858701,1.037800115,0.500706405
SYS1,0.199406631,0.31594337,0.337687021,0.254882078,1.006827829,0.324996575,0.914494322,0.540424565,0.432634603,0.445957564,0.420249736,0.335665522,0.362192624,0.411894646,0.23491552,0.221579041,0.293044627,0.115010218,0.758200607,0.509457013,0.218992697,0.342277503
DBNDD2,0.264187023,0.59958684,0.644803044,0.575022067,2.289468868,0.977302367,1.935623203,1.177273667,0.699422533,0.67999844,0.777069685,0.734308686,0.664524832,0.851141106,0.51823543,0.581729491,0.321326485,0.387816487,1.279728862,1.499192101,0.00437162,0.441458741
PIGT,0.408645158,0.481766676,0.446369228,0.424768004,0.856936469,0.542405948,0.663692749,0.831813111,0.549833962,0.503189357,0.705882554,0.396045264,0.579200973,0.368967357,0.430575787,0.13457427,0.34692727,0.220418766,0.560108579,0.713657327,0.342282219,0.37048541
WFDC2,0.363736075,0.96468412,2.675606546,8.131156023,1.528700835,3.221240759,0.582770809,2.040670947,2.934275205,6.37338707,1.000574424,0.096517538,0.336373923,0.302106457,1.658883191,0.793746938,0.043359845,0.608009824,0.355654226,0.051026503,0.429224669,0.022525714
EPPIN,0.001642139,0.000254617,0.007415541,0.004331747,0.005556002,0.01156258,0.004863527,0.001223164,0.020625397,0.027506453,0.007326661,2.63E-05,0.001449043,8.25E-05,0.001765746,0.000494062,0.000283267,0.002474685,0.001661301,0.000584813,0.008179413,4.09E-05
DNTTIP1,0.177053982,0.293681578,0.243297884,0.218345107,0.500997289,0.29815533,0.387199699,0.395227656,0.22334091,0.338401906,0.368893016,0.263877269,0.368140191,0.333487346,0.219588292,0.202139507,0.212304459,0.097880818,0.43316249,0.392460439,0.152460972,0.301846664
UBE2C,0.010322229,0.047144601,0.156714201,0.295038229,0.410402178,0.430176663,0.116399007,0.511376787,0.211422767,0.078565573,0.338105724,0.018683554,0.012138612,0.027610765,0.140565859,0.150067622,0.013400623,0.026858824,0.035596727,0.117764039,0.037779564,6.19E-05
ACOT8,0.090365571,0.1462044,0.133628477,0.14468763,0.301997762,0.202236892,0.215147827,0.225318773,0.183230947,0.201221519,0.25246587,0.150951981,0.15266484,0.117183253,0.143643476,0.175486772,0.075907272,0.07613396,0.185140188,0.228885958,0.075683532,0.119383365
CTSA,1.036423966,1.752933509,1.582937564,1.67240503,4.224964509,2.617080931,3.901428982,3.06459691,2.20581299,2.263675699,2.792847142,1.294818911,2.290648074,1.208889151,1.110423344,0.478276615,1.399301546,0.68713963,1.085122696,2.766958006,1.118430421,1.920884106
PLTP,1.506591739,0.685716303,0.327023316,0.993572276,1.061529151,0.844312718,0.233098806,0.225619883,0.974074811,0.521925264,0.514950881,0.350236943,0.437119975,0.527987124,0.725598,0.229571093,0.218387891,0.136739204,0.255285152,0.422959388,0.272306869,0.052930432
PCIF1,0.112728404,0.204805214,0.1646959,0.162041311,0.420587595,0.303367295,0.261354292,0.189465941,0.195834145,0.256040974,0.335137331,0.295306276,0.245221561,0.220970332,0.183568989,0.100015382,0.13074762,0.107418668,0.305058272,0.250761615,0.069625849,0.324768625
MMP9,0.580667173,2.834829288,0.811216037,2.61251851,1.302259687,0.337670062,2.60E-05,0.093135289,0.741864775,1.635599265,1.583140674,0.064213299,0.597101732,0.035394221,2.57412402,1.304148,0.631464485,0.017321677,0.327548452,0.008145382,4.386501443,0.019550216
CD40,0.28109238,0.257662265,0.541742292,0.386085856,0.461478206,0.44604101,0.366477119,0.523043947,0.241023508,0.291631358,0.257122642,0.155450883,0.798445859,0.129821257,0.422559158,0.18738067,0.167729265,0.124822794,0.273799133,0.246584737,0.220741507,0.173608848
SLC35C2,0.129531726,0.174266698,0.161774546,0.118429476,0.36477838,0.189748679,0.172205964,0.1998281,0.175080242,0.196591462,0.207215251,0.209842106,0.242043938,0.171975689,0.135197546,0.03810725,0.144773197,0.064634055,0.270562318,0.211165838,0.063201195,0.226865036
TP53RK,0.164080642,0.162545237,0.149164055,0.16965611,0.294886428,0.134101425,0.369705296,0.260262142,0.152693832,0.222774083,0.224448897,0.131136137,0.191351377,0.143414975,0.137280654,0.13493119,0.091190122,0.08415358,0.187301412,0.240238322,0.10955786,0.0781992
ZMYND8,0.127504677,0.21759997,0.189994346,0.131870404,0.249269999,0.144168758,0.270823347,0.19490045,0.146945196,0.174835479,0.186843793,0.162832723,0.245620013,0.101824123,0.112805996,0.08140313,0.225942733,0.040378527,0.166801278,0.172185063,0.083448122,0.18115503
NCOA3,0.395598409,0.401457264,0.23904772,0.11942609,0.3695438,0.125342652,0.264501586,0.145108561,0.208287812,0.281002559,0.283893764,0.34059466,0.547442637,0.298285529,0.19567347,0.100749174,0.386284437,0.052912027,0.248239676,0.189957666,0.193573958,0.550526407
PREX1,0.193720456,0.262592844,0.288362364,0.190795913,0.500286771,0.196265827,0.23067961,0.149871163,0.292492572,0.256480385,0.323852526,0.571760301,0.340502839,0.39504109,0.181486889,0.110637543,0.22618701,0.091728128,0.353901711,0.252357279,0.084417906,0.505964859
ARFGEF2,0.146306052,0.105592107,0.139712695,0.067269359,0.24011034,0.042040049,0.132882885,0.120525082,0.117725137,0.125947903,0.17887224,0.104723937,0.251580408,0.094259972,0.0974877,0.040540577,0.160916475,0.041745129,0.154398051,0.121615828,0.073547594,0.059791115
CSE1L,0.114062589,0.129421496,0.14497625,0.108631399,0.240249368,0.111335396,0.188251635,0.170356282,0.136934696,0.148663814,0.193886854,0.150442553,0.163465946,0.095228872,0.091348735,0.06081856,0.129145177,0.071095888,0.142018044,0.206202687,0.107132413,0.218386314
STAU1,0.670877504,0.547033149,0.518657686,0.345953348,0.915110826,0.56420695,0.780758656,0.64159218,0.496033652,0.627935651,0.645592608,0.484636713,0.619695046,0.525613702,0.388839016,0.356198328,0.382617382,0.17786798,0.77366397,0.648415353,0.350669464,0.414746328
DDX27,0.526503332,0.222765248,0.230589273,0.170699543,0.447839037,0.236373489,0.298587233,0.232351114,0.213904817,0.227597916,0.26973818,0.406398406,0.35598146,0.292490532,0.194672499,0.205843443,0.273056375,0.068160023,0.237943229,0.249938053,0.159348467,0.48781149
ZNFX1,0.289842028,0.311150187,0.330364969,0.182997363,0.492159564,0.206639537,0.582440841,0.3026584,0.215949121,0.249962152,0.350794912,0.302482866,0.442999385,0.229175462,0.180158986,0.142525274,0.302301314,0.099734617,0.315759663,0.281617911,0.158761682,0.41822932
PTGIS,0.287600667,0.011827062,0.001397395,0.000907328,0.010190519,0.05172153,0.005366772,0.015475824,0.000997917,0.027582454,0.011519129,0.009104854,0.016134191,0.016498077,0.007593403,0.007079285,0.019947,0.002492011,0.00980656,0.003184503,0.013343313,0.001778349
B4GALT5,0.317868359,0.184172741,0.259413414,0.176422048,0.196823123,0.094136977,0.187190593,0.183454677,0.2309349,0.326441215,0.230201425,0.127348184,0.245679422,0.149262799,0.190660925,0.13599021,0.149994762,0.053769593,0.094614045,0.117129331,0.398036281,0.177082482
SLC9A8,0.105980862,0.118324356,0.080094161,0.061084651,0.105653754,0.118694933,0.047814478,0.075819345,0.053862431,0.08927523,0.098330598,0.10408676,0.183474863,0.128534597,0.05435372,0.053882281,0.196933564,0.029372182,0.072889954,0.091049479,0.027506852,0.312617137
RNF114,0.417687299,0.529849273,0.40039584,0.32988395,1.09032151,0.509308162,1.017327609,0.564289251,0.40616315,0.510608603,0.539142602,0.768704118,0.724228465,0.642274273,0.412336032,0.370232454,0.495889422,0.181505354,0.639913804,0.54696445,0.372646832,0.497521141
UBE2V1,0.388313224,0.454175096,0.41875393,0.290880355,1.238227913,0.845165887,0.576271782,0.6698904,0.528538472,0.810340266,0.900335373,0.575532816,0.703509943,0.516005843,0.358872743,0.341718723,0.402194538,0.252700957,0.876201424,0.670047545,0.091472442,0.525604752
TMEM189,0.169479558,0.265982558,0.204485771,0.180582122,0.406600227,0.235466389,0.360755615,0.229574591,0.196172248,0.268678082,0.344852742,0.275109392,0.317404328,0.203269833,0.188748724,0.071255223,0.164566462,0.064369993,0.276456399,0.22264561,0.149423347,0.167594325
CEBPB,3.127625119,4.677353701,3.775706417,2.069071358,6.820086405,3.834875816,14.55303832,3.468782428,2.272418447,3.427554099,2.924336387,6.833290714,5.529841227,6.995130578,3.004709585,0.414522366,4.003976936,0.714047269,3.627074783,2.810787888,5.752612453,0.726401508
PTPN1,1.176646592,1.061421083,0.517782781,0.361877231,0.625864096,0.424382115,0.295659536,0.482093557,0.388351537,0.77690995,0.774610937,0.610931899,0.922539623,0.455775636,0.54987309,0.800681986,0.629223183,0.168917183,0.473320443,0.332177416,0.3996328,0.981035162
PARD6B,0.00752094,0.016007265,0.060836333,0.020264273,0.010547199,0.057704206,0.00726875,0.016303961,0.022923798,0.048517962,0.020871971,0.01639795,0.010926976,0.014863512,0.014405164,0.008710459,0.006176954,0.002829806,0.011650913,0.003523646,0.051445454,0.001236931
BCAS4,0.002410824,0.013404742,0.040971892,0.059954881,0.004262023,0.047613054,0.00703261,0.009406587,0.023712147,0.043854561,0.031204158,0.002643212,0.010614671,0.002294167,0.015357185,0.010448413,0.003939297,0.001362329,0.009796438,0.001811482,0.022567658,0.025441074
DPM1,0.207997301,0.176122593,0.189744289,0.137963102,0.256660213,0.189804769,0.155116919,0.286962895,0.19934303,0.188426996,0.230058483,0.1331043,0.237077078,0.120735081,0.119055903,0.056739683,0.121191163,0.077938476,0.203910079,0.237420779,0.657657851,0.135556438
NFATC2,0.086959617,0.052930951,0.04042084,0.044812769,0.017522985,0.034465951,0.006496509,0.020019588,0.070535684,0.055270601,0.074362341,0.034073446,0.112875359,0.033411523,0.030886129,0.019455477,0.069984408,0.005011533,0.023209517,0.00790478,0.0428041,0.097613301
ATP9A,0.012010727,0.011585683,0.031822555,0.016683809,0.022476694,0.017021118,0.001740526,0.024717899,0.032196599,0.022928563,0.003205995,0.001894555,0.005447027,0.001514183,0.025254143,0.003411925,0.006587946,0.004784197,0.00785397,0.003475035,0.047671764,0.002039248
ZNF217,0.30529355,0.204957739,0.11417477,0.092784159,0.340001596,0.130069908,0.401493738,0.221192312,0.14809826,0.173064577,0.187105075,0.284632203,0.483158392,0.324227439,0.141833899,0.072065643,0.429394494,0.052490295,0.273988955,0.302135521,0.095775338,0.435213501
BCAS1,0.004301575,0.003298181,0.010321551,0.018648406,0.001680373,0.004274321,0.000675878,0.007121109,0.020521521,0.026324882,0.001338714,1.69E-05,0.001412508,0.001118934,0.002323222,0.004334204,0.001129821,0.000716837,0.000986859,3.20E-05,0.003885232,7.47E-05
PFDN4,0.172989999,0.157839836,0.322410296,0.249509541,0.738464902,0.543787514,0.539640188,0.482457989,0.421156277,0.388121625,0.357132441,0.322736977,0.264290829,0.210035407,0.210966233,0.232565133,0.131223179,0.166831637,0.462967703,0.413528581,0.320496127,0.197359497
FAM210B,0.127510946,0.209387071,0.17386155,0.169962874,0.490185281,0.242990526,0.285915523,0.249410035,0.337357421,0.344044671,0.226096486,0.254169674,0.221392898,0.188455817,0.214758717,0.120229122,0.157591395,0.077102427,0.266720689,0.270388322,0.132896508,0.076342326
CSTF1,0.056895521,0.075815231,0.054076323,0.063746782,0.124047989,0.086893275,0.126541941,0.096614574,0.077685791,0.063922178,0.131828193,0.070442119,0.114146804,0.070397744,0.048195279,0.021260816,0.059792453,0.034737872,0.098943403,0.095530377,0.062573781,0.130849449
RAE1,0.138039229,0.178456835,0.158524305,0.1330696,0.278127445,0.127263629,0.278184189,0.201631519,0.168359388,0.159430714,0.248405223,0.201246657,0.252199631,0.177514431,0.078778188,0.034926289,0.171573998,0.057360689,0.232659909,0.230524588,0.082656577,0.206891379
RBM38,0.032036445,0.0398991,0.102691979,0.058550586,0.077566546,0.085849786,0.060973448,0.029099179,0.057979384,0.086309044,0.08587329,0.079869426,0.063412923,0.043064674,0.049964616,0.015863499,0.036195261,0.012068877,0.039728939,0.029861262,0.070158749,0.076061845
PMEPA1,0.09321221,0.050802258,0.157027468,0.049744574,0.046871693,0.067953295,0.088237972,0.062972506,0.086500466,0.052823839,0.050598531,0.018859924,0.116584912,0.012932747,0.055063766,0.045607395,0.029943008,0.011883116,0.060807447,0.063461012,0.063029059,0.0517221
C20orf85,0.025605625,0.033840606,0.215320312,0.226472288,0.08698074,0.319017889,0.138883082,0.037040488,0.471232331,0.746236116,0.143564448,0.004961592,0.018900895,0.003746001,0.066418558,0.023458411,0.017946337,0.031708307,0.034661805,0.005740687,0.211334751,0.000822533
RAB22A,0.16590874,0.212856904,0.23098514,0.156432027,0.398772822,0.23316724,0.360276448,0.200530474,0.179390332,0.263793611,0.169994436,0.150074521,0.276803666,0.127715114,0.208335696,0.049937374,0.130619745,0.059466748,0.230474759,0.192271008,0.294435057,0.081107353
