geneName,ipf_n,control_n,ipf_mean,control_mean,ipf_sd,control_sd,contrast,diff,SE,tratio,pvalue
XXYLT1,103,103,6.193475678,6.322855161,0.832325381,0.660350336,ipf - control,-0.118616901,0.108301542,-1.095246646,0.274766455
UBXN2A,103,103,7.333025303,7.745213143,0.405723807,0.363477039,ipf - control,-0.40590341,0.0561433,-7.229774675,1.09E-11
RAX2,103,103,2.021818953,2.011883797,0.740958129,0.777529118,ipf - control,0.045407649,0.109420362,0.414983539,0.678612513
LRRC63,103,103,4.732449773,4.473854968,1.177319099,1.031700431,ipf - control,0.248062144,0.158812255,1.561983635,0.119921624
TCAP,103,103,6.257726317,7.341381962,0.997553707,1.017752027,ipf - control,-1.083687506,0.144937854,-7.476911508,2.56E-12
CCS,103,103,10.83475774,10.86823866,0.648139529,0.446255822,ipf - control,-0.002786103,0.08002093,-0.034817172,0.972261325
NRROS,103,103,4.418237421,4.751916469,1.113304555,1.26324263,ipf - control,-0.273636623,0.164403895,-1.664416914,0.097643433
CEP19,103,103,0.915944026,1.322418958,1.594462119,1.766561574,ipf - control,-0.327971827,0.243428963,-1.347299937,0.179455152
KLHL15,103,103,6.826214894,7.168719699,0.569055656,0.595134987,ipf - control,-0.33972358,0.082244981,-4.130629923,5.37E-05
FBXO45,103,103,7.458444738,7.53815318,0.448338113,0.507454726,ipf - control,-0.059821795,0.068454981,-0.873885205,0.383261247
SPERT,103,103,0.784236849,0.532635441,0.921068696,0.846607538,ipf - control,0.236859316,0.125023443,1.894519219,0.05964369
TENT5D,103,103,0.087378641,0.089028398,0.283770002,0.316349096,ipf - control,-0.001272001,0.043579283,-0.029188207,0.976744492
GNG5,103,103,9.634671284,9.870216364,0.814793843,0.85762931,ipf - control,-0.22875314,0.121716226,-1.879397245,0.061689582
SLC25A30,103,103,6.544539332,6.793632098,0.737429726,0.650821534,ipf - control,-0.244023687,0.098023517,-2.489440244,0.013635566
C9orf131,103,103,3.127144099,3.407718994,1.711110141,1.602868112,ipf - control,-0.304959774,0.233102958,-1.308262136,0.192332324
CD34,103,103,11.46594485,11.72258748,0.775632495,0.82892096,ipf - control,-0.233337952,0.11538931,-2.022179979,0.044531012
CTSF,103,103,8.347072745,8.59377001,1.083974759,0.979900718,ipf - control,-0.207034732,0.147572389,-1.402936778,0.162234072
MSRB3,103,103,9.581555346,9.706172951,0.632161533,0.669421533,ipf - control,-0.120719204,0.094195306,-1.281584073,0.201518213
LEMD3,103,103,6.286919183,6.60940069,1.113365335,0.914153484,ipf - control,-0.326608568,0.144406746,-2.261726527,0.024823464
C16orf91,103,103,7.734211855,7.868990868,0.570644626,0.659152244,ipf - control,-0.117215324,0.08687594,-1.349226542,0.178836776
TLR10,103,103,5.892648189,5.095466653,1.333534062,1.272400928,ipf - control,0.794187165,0.182084173,4.361648533,2.09E-05
TLR1,103,103,7.219890775,7.726865334,0.812622177,0.90678991,ipf - control,-0.498572925,0.122964188,-4.054618953,7.27E-05
TLR6,103,103,6.496674057,6.575324073,0.701760348,0.793858421,ipf - control,-0.077350011,0.107870781,-0.717061745,0.474198433
FAM174A,103,103,6.227728297,6.47452028,1.26322725,1.201494866,ipf - control,-0.291694428,0.175009958,-1.666730462,0.097181641
RGMB,103,103,8.619950334,8.996970441,0.440625793,0.451142257,ipf - control,-0.381316308,0.064542094,-5.90802503,1.53E-08
FAM53A,103,103,6.188439639,6.16205765,0.533743625,0.659528569,ipf - control,0.061546765,0.085787523,0.717432587,0.473970172
CYB561D1,103,103,8.029539555,8.230303255,0.532069422,0.566994627,ipf - control,-0.160956056,0.078578927,-2.048336132,0.041874026
GSTA3,103,103,4.878878576,3.489338035,2.433020996,2.581561722,ipf - control,1.257687248,0.357767918,3.515371797,0.000546615
ZDHHC24,103,103,6.966187035,6.962238298,0.470712846,0.415714187,ipf - control,0.023485365,0.062905383,0.373344287,0.709299859
TRMT10C,103,103,0.799058581,1.057334334,1.657305823,1.967572692,ipf - control,-0.237190826,0.264389094,-0.897127875,0.370762635
SELP,103,103,9.569563086,9.135601627,0.747959855,0.726131708,ipf - control,0.445944207,0.10582487,4.213983016,3.84E-05
CTU2,103,103,8.549737711,8.474196117,0.630255939,0.563355192,ipf - control,0.099776393,0.086044961,1.159584375,0.247643251
MGA,103,103,7.80776013,8.034053845,0.51119691,0.49170812,ipf - control,-0.206924249,0.071429486,-2.896902393,0.004201687
C12orf66,103,103,7.367573643,7.432164448,0.414710271,0.424396162,ipf - control,-0.059617747,0.060760704,-0.981189196,0.327721488
ARL13A,103,103,4.175343551,4.287729724,1.041644852,0.957726066,ipf - control,-0.054303142,0.140327749,-0.386973658,0.699199867
SNX31,103,103,3.191932389,2.259706719,1.896485194,1.475735058,ipf - control,0.929537399,0.246451625,3.771682977,0.000215247
PIGG,103,103,10.84342116,11.03753712,0.588543973,0.462189406,ipf - control,-0.171186595,0.076360024,-2.241835257,0.026104503
PRPF8,103,103,11.30633897,11.52058521,0.717751879,0.646316551,ipf - control,-0.199342143,0.098527196,-2.023219493,0.044422744
ADCY6,103,103,10.23850426,10.26051349,0.680216595,0.489473287,ipf - control,-0.01087307,0.085459674,-0.127230417,0.898889809
REP15,103,103,5.348599275,6.473247625,0.909749921,0.722305744,ipf - control,-1.099368351,0.119519273,-9.198251689,5.80E-17
PITPNA,103,103,11.13281399,11.35404951,0.400828046,0.390740044,ipf - control,-0.213809258,0.057122342,-3.743005786,0.000239493
DDX23,103,103,9.263901667,9.519434327,0.767810562,0.697250298,ipf - control,-0.236741603,0.105699046,-2.239770479,0.026240722
ZNF80,103,103,4.350911097,3.768693295,1.085383104,1.222502662,ipf - control,0.58333269,0.165808225,3.518116733,0.00054133
ZNHIT2,103,103,8.725833194,8.500935332,0.605660592,0.55316575,ipf - control,0.213668538,0.082973876,2.575130252,0.010764769
EVX2,103,103,0,0.009708738,0,0.098532928,ipf - control,-0.009646235,0.010172998,-0.948219551,0.34419736
ZBTB4,103,103,7.576478289,8.025826324,0.93447295,0.612021955,ipf - control,-0.456026515,0.11387463,-4.004636647,8.84E-05
TNK1,103,103,8.140270478,7.967462966,0.489491722,0.506441342,ipf - control,0.188448742,0.071278183,2.643848828,0.008867438
ZHX3,103,103,8.684865557,9.013472305,0.56321222,0.544077093,ipf - control,-0.322339665,0.080124438,-4.022988158,8.23E-05
PHLDA3,103,103,11.14545834,11.05907322,0.572187703,0.509584326,ipf - control,0.065464627,0.078450538,0.834470085,0.405042511
SLC16A11,103,103,7.178684268,7.948288271,0.937780506,0.900929566,ipf - control,-0.798200649,0.131273642,-6.080433497,6.25E-09
SLC16A13,103,103,7.223243887,7.544457185,0.570340453,0.531822651,ipf - control,-0.298094289,0.079385145,-3.755038654,0.000229021
GLIS1,103,103,4.195246943,2.946473752,0.907407344,0.896340885,ipf - control,1.269140035,0.129962415,9.765438978,1.42E-18
OR2Y1,103,103,0.009708738,0,0.098532928,0,ipf - control,0.011700746,0.009913676,1.180263092,0.239340734
CHRNA9,103,103,1.534191197,0.591729633,1.72265111,1.383875348,ipf - control,0.941063224,0.2223644,4.232076831,3.57E-05
PODN,103,103,11.33457779,10.71132622,0.817464649,0.921820454,ipf - control,0.635702903,0.124609185,5.101573395,7.99E-07
SLC6A19,103,103,0.038834951,0.019417476,0.1941462,0.138661849,ipf - control,0.022650597,0.024460713,0.925999051,0.355596964
C11orf45,103,103,6.687417953,7.016757762,0.808231959,0.710760234,ipf - control,-0.357774537,0.109798672,-3.258459589,0.001322607
EXO1,103,103,4.651523012,4.567005901,1.025247913,1.02689537,ipf - control,0.097899416,0.146358934,0.668899489,0.504354778
RALGAPA1,103,103,9.53713877,9.884129787,0.484826725,0.375479765,ipf - control,-0.350744294,0.062109653,-5.647178435,5.74E-08
LIG4,103,103,8.174687217,8.43662663,0.579171938,0.440597791,ipf - control,-0.275974569,0.074262141,-3.716221573,0.000264452
TRHR,103,103,0.557459162,0.747861441,0.737350438,0.927971589,ipf - control,-0.227136549,0.120516405,-1.884694026,0.060966403
GTF2IRD2B,103,103,9.422723339,9.574140121,0.774586523,0.721300729,ipf - control,-0.135000202,0.10748962,-1.255937102,0.210649211
ATP2A2,103,103,11.47190476,11.08939422,0.510583325,0.411185084,ipf - control,0.375905642,0.067626966,5.558517023,8.91E-08
ZWILCH,103,103,7.761940516,7.707640652,0.537307353,0.448895267,ipf - control,0.07457431,0.071434985,1.043946614,0.297809177
RPL4,103,103,16.38522109,16.45473972,0.311705194,0.328419745,ipf - control,-0.077019898,0.04593126,-1.676851418,0.095182112
SNAPC5,103,103,9.131845332,9.449972055,0.45465984,0.408316228,ipf - control,-0.300733156,0.062359359,-4.822582514,2.86E-06
STARD6,103,103,1.883281265,2.061312209,1.29591272,1.254108901,ipf - control,-0.117560373,0.184290906,-0.637906533,0.524286745
GOLGA6L2,103,103,0.2112125,0.14637685,0.463801578,0.428412158,ipf - control,0.065560775,0.063306679,1.035605973,0.301675157
VWC2L,103,103,1.247936002,0.750415173,1.117444852,0.873308047,ipf - control,0.451765881,0.143313429,3.15229273,0.001877109
C12orf76,103,103,9.531566764,9.828076014,0.616707065,0.453403117,ipf - control,-0.302092525,0.078390023,-3.853711407,0.000158076
CNTNAP2,103,103,4.367133647,3.899744594,0.701592162,0.665511058,ipf - control,0.441235269,0.098095967,4.49799603,1.18E-05
GALNTL6,103,103,2.26526977,2.689471842,1.175144942,1.197096141,ipf - control,-0.426113923,0.170641541,-2.497128894,0.013352639
LINGO2,103,103,1.421941479,2.224303391,0.97134172,1.065140828,ipf - control,-0.809057261,0.143007847,-5.657432621,5.45E-08
BBS1,103,103,9.128854664,9.088414383,0.833055604,0.598677717,ipf - control,0.058565217,0.104603836,0.559876374,0.576209646
DENND4A,103,103,9.380904504,9.585626001,0.44321035,0.413589791,ipf - control,-0.220356358,0.061866865,-3.561783138,0.000463447
IGDCC3,103,103,2.260390672,2.273303954,1.182606065,1.188667165,ipf - control,0.038353844,0.166398288,0.230494223,0.817950631
GCSAM,103,103,6.592361393,6.684991054,0.790361403,0.802551544,ipf - control,-0.069148868,0.113349947,-0.61004764,0.542544164
ANKRD36C,103,103,7.357322429,7.162687461,0.999991087,0.695813234,ipf - control,0.153315472,0.123509282,1.241327528,0.215983599
SLC26A9,103,103,7.154103387,7.856670581,1.497113599,1.665846035,ipf - control,-0.6886447,0.227405189,-3.028271714,0.002794043
MFSD4A,103,103,7.55243554,7.267248631,0.979608135,0.852328597,ipf - control,0.250813039,0.132471738,1.893332435,0.059802176
PELI3,103,103,7.157990641,7.480138835,0.652127222,0.604069243,ipf - control,-0.319056565,0.089877618,-3.549900077,0.000483528
TTC9B,103,103,3.152106966,3.077048212,0.846174469,0.851609469,ipf - control,0.082059352,0.122429181,0.670259751,0.503489295
MYO1H,103,103,5.466062324,5.952958177,0.887930183,0.928194717,ipf - control,-0.459352761,0.127344596,-3.607163359,0.00039375
TMEM81,103,103,6.721082444,6.930978284,0.547833122,0.452341164,ipf - control,-0.209579962,0.072586589,-2.887309677,0.004326411
MRPL11,103,103,10.96972967,11.08173794,0.384430047,0.390401579,ipf - control,-0.109150445,0.056053497,-1.947254863,0.052947633
KLK15,103,103,0.197983664,0.184245436,0.545534475,0.527749353,ipf - control,0.005485341,0.076292429,0.071898895,0.942756438
IL20RB,103,103,5.296767411,5.255572965,1.140406404,0.907172091,ipf - control,0.035583622,0.147583964,0.241107646,0.809726318
GOLT1A,103,103,5.936433117,6.25848741,1.282652847,1.536724047,ipf - control,-0.301270235,0.200552287,-1.502202939,0.13467067
AKIRIN1,103,103,7.275567763,7.489291276,1.317294726,1.198665983,ipf - control,-0.181813933,0.177488061,-1.024372753,0.306934862
NPAS4,103,103,1.790766288,1.639746626,1.424312111,1.512214013,ipf - control,0.221570486,0.204536624,1.083280256,0.280028573
MSL2,103,103,6.559295087,6.881354125,0.94969722,0.833088564,ipf - control,-0.297953855,0.126212222,-2.360736932,0.01923063
ZNF497,103,103,5.006797683,4.974071386,1.561127486,1.141009751,ipf - control,0.092387617,0.193173729,0.47826181,0.633002382
TRAM1L1,103,103,5.986527561,5.979262909,0.665820778,1.065231211,ipf - control,0.059174854,0.127615882,0.463695057,0.643386074
CMKLR1,103,103,8.437770227,9.018391333,0.782596377,0.865843631,ipf - control,-0.558957145,0.117943568,-4.739191428,4.14E-06
ANGEL2,103,103,9.099747097,9.412912491,0.571786061,0.510410052,ipf - control,-0.29532178,0.075768718,-3.897674256,0.000133695
UGT8,103,103,3.136412882,3.144921068,1.186090519,1.163837858,ipf - control,0.044337486,0.16803969,0.263851275,0.792174583
KY,103,103,3.615481178,3.256033816,0.942551822,0.84924023,ipf - control,0.350404746,0.126562173,2.768637249,0.006175036
IQCK,103,103,9.522509838,9.202918637,0.926127125,0.5628631,ipf - control,0.297591295,0.110205685,2.700326155,0.007539587
SLCO2A1,103,103,9.062125117,9.772662786,1.333119804,1.332150406,ipf - control,-0.70914276,0.193794123,-3.659258331,0.000325934
ZNF266,103,103,10.08973916,10.36504384,0.668043963,0.599383944,ipf - control,-0.247665088,0.089379407,-2.770941265,0.006133191
OR7D4,103,103,2.418932489,2.629910532,0.749270104,0.664426963,ipf - control,-0.181822594,0.101702429,-1.787790077,0.075370737
SLC29A2,103,103,8.251669778,8.754912194,0.840162645,0.867838242,ipf - control,-0.468527203,0.123560953,-3.791871081,0.000199592
BRSK2,103,103,5.79926778,5.97489435,0.92426037,0.810461111,ipf - control,-0.191768212,0.125164072,-1.532134649,0.127118287
TMEM167A,103,103,8.702446112,8.475622905,0.936483196,1.028849747,ipf - control,0.208597657,0.13850496,1.506066332,0.133676647
SH3PXD2B,103,103,6.052260059,5.461987274,1.555251201,1.708136506,ipf - control,0.642641478,0.231993055,2.770089295,0.006148634
RESF1,103,103,9.917018349,10.21213366,0.57815591,0.519783045,ipf - control,-0.281978073,0.079098738,-3.564887133,0.000458333
LARP7,103,103,10.30098112,10.5922115,0.450857731,0.401292375,ipf - control,-0.27913958,0.061607865,-4.530908168,1.03E-05
FGFBP3,103,103,5.716401298,5.91686243,0.538283068,0.601699879,ipf - control,-0.156769663,0.080912134,-1.937529701,0.054132561
NR1D2,103,103,5.202959202,5.622661165,1.51490441,1.081831298,ipf - control,-0.372699912,0.183808641,-2.027651742,0.043963623
PABPC5,103,103,2.421580292,2.694315615,1.64784208,1.620382073,ipf - control,-0.26328349,0.235759561,-1.11674576,0.265484244
BRMS1,103,103,8.616732398,8.760357637,0.467589831,0.433706417,ipf - control,-0.123749506,0.06548356,-1.889779745,0.060278714
RPL15,103,103,15.36532039,15.41019845,0.380124804,0.445968859,ipf - control,-0.068231072,0.059351663,-1.149606743,0.251721131
HRAS,103,103,11.25765836,11.32402952,0.519577957,0.459684654,ipf - control,-0.055260847,0.071294877,-0.775102636,0.439222752
WDR49,103,103,7.576944674,6.462264168,1.572416166,1.448700907,ipf - control,1.038368366,0.216949523,4.786221002,3.36E-06
SRP72,103,103,4.905048102,4.815385237,1.426517325,1.770952455,ipf - control,0.057187518,0.229064072,0.249657301,0.803116532
PCP2,103,103,2.47995658,3.500545585,2.379433302,2.523232894,ipf - control,-1.019889298,0.347991923,-2.930784398,0.003787007
RIN1,103,103,7.21344345,6.867352662,0.896513535,0.719245813,ipf - control,0.368281426,0.118481552,3.108344024,0.002164254
ODAPH,103,103,4.383029259,4.394856602,1.224221331,1.374740655,ipf - control,-0.033758848,0.18691939,-0.180606451,0.856865022
THAP6,103,103,8.755645494,8.969334958,0.644226881,0.51605378,ipf - control,-0.204585464,0.084067336,-2.433590422,0.015855897
CEP135,103,103,7.273493371,7.589785514,0.547345632,0.491400975,ipf - control,-0.290079125,0.073826014,-3.929226413,0.000118446
BTC,103,103,3.998286715,3.539550399,1.436393708,1.514897743,ipf - control,0.403984273,0.209139738,1.931647599,0.054860011
PDZK1,103,103,4.976830034,5.160104579,0.602298858,0.618845815,ipf - control,-0.146447521,0.087511196,-1.673471839,0.095846067
ADGRE1,103,103,5.599803558,7.327126637,1.402473333,1.113531363,ipf - control,-1.76503484,0.183306068,-9.62889478,3.48E-18
DENND6A,103,103,6.568608502,6.940196641,1.128448998,1.106193471,ipf - control,-0.295734107,0.151398617,-1.953347486,0.052216485
PDE12,103,103,6.845167095,6.874078679,0.965103986,1.162119095,ipf - control,-0.051593042,0.151997299,-0.33943394,0.734650023
GLMN,103,103,8.02184926,8.142254629,0.748599639,0.620861243,ipf - control,-0.090532073,0.097261404,-0.93081191,0.353107716
DNAH12,103,103,8.806496461,7.099813913,2.037562419,1.903926617,ipf - control,1.674635362,0.28148493,5.94928958,1.24E-08
YIF1A,103,103,9.593669089,9.698026966,0.643769606,0.489594401,ipf - control,-0.080850812,0.083293539,-0.970673272,0.332919655
CNIH2,103,103,6.217404554,5.656272621,1.348773154,1.047560217,ipf - control,0.543721886,0.174185151,3.121516865,0.002074191
AMY1B,103,103,7.998727204,7.156204692,1.910183395,1.995757606,ipf - control,0.759552493,0.279289746,2.719586035,0.00712962
NLRP6,103,103,4.711692255,5.314321207,1.167485634,1.078797005,ipf - control,-0.560120902,0.163252183,-3.431016313,0.000734732
NDUFA11,103,103,13.16516124,13.36873638,0.356913602,0.343271201,ipf - control,-0.212053002,0.050147996,-4.228543855,3.62E-05
RSRC1,103,103,9.196187708,9.417885496,0.412718193,0.345751776,ipf - control,-0.220106502,0.054635888,-4.028606659,8.05E-05
CATSPERD,103,103,8.265857512,6.41613875,2.672715291,2.890083369,ipf - control,1.752011431,0.39789564,4.403193335,1.76E-05
PQLC2L,103,103,5.983415297,7.051824498,1.193292927,0.870497916,ipf - control,-1.097687859,0.150120498,-7.312045128,6.73E-12
RAB1B,103,103,1.992268542,2.571307973,1.667651854,1.835652198,ipf - control,-0.636579435,0.25284897,-2.517627166,0.012623732
OR9G1,103,103,0.097087379,0.077669903,0.297524529,0.303228393,ipf - control,0.025004766,0.043452419,0.575451633,0.565652748
PTDSS2,103,103,8.78964117,9.053197661,0.715375682,0.484699941,ipf - control,-0.25527841,0.088556693,-2.882655189,0.00438814
MICOS13,103,103,11.67228341,11.78452069,0.404830996,0.413193977,ipf - control,-0.1114449,0.058742467,-1.897177729,0.059289941
C3orf33,103,103,7.087262568,7.291725624,0.476006384,0.582453221,ipf - control,-0.192145734,0.077084171,-2.492674315,0.013515915
OR5M3,103,103,0,0,0,0,ipf - control,0,0,,
SEZ6L2,103,103,8.192464105,7.756254238,0.712068426,0.930399732,ipf - control,0.458414694,0.119540901,3.834793711,0.000169816
ASPHD1,103,103,6.834480748,5.724224649,1.146302455,1.081110337,ipf - control,1.088655463,0.157895857,6.894769041,7.40E-11
KCTD13,103,103,9.294652351,9.276116869,0.503054042,0.418574998,ipf - control,0.036805169,0.066931094,0.549896426,0.583022933
P2RY14,103,103,5.443238606,6.849132394,1.373017145,1.104241978,ipf - control,-1.407940514,0.181389829,-7.76195954,4.68E-13
AMZ1,103,103,4.795203614,5.004506062,0.94078384,1.265328869,ipf - control,-0.149014596,0.157118182,-0.94842363,0.344093764
GPR171,103,103,8.733840811,8.573826637,1.089326574,1.196426113,ipf - control,0.152127352,0.165877535,0.917106417,0.36022557
CD164L2,103,103,8.286452462,6.67667918,1.847179882,1.640499009,ipf - control,1.573633211,0.250615391,6.279076497,2.19E-09
FUT1,103,103,7.823967967,9.129888499,0.788315401,0.736898297,ipf - control,-1.296661417,0.111024454,-11.67906137,3.28E-24
DHX36,103,103,10.42319629,10.69317213,0.4169431,0.407411348,ipf - control,-0.269163925,0.059946883,-4.490040349,1.22E-05
OR5J2,103,103,0.015387985,0,0.156170996,0,ipf - control,0.016405007,0.016072957,1.020658902,0.308687175
ZIC4,103,103,0.412752691,0.345718043,0.755718181,0.85352922,ipf - control,0.085990681,0.114557041,0.750636368,0.453781005
OR10AG1,103,103,0,0,0,0,ipf - control,0,0,,
OR4S2,103,103,0,0,0,0,ipf - control,0,0,,
FBXW8,103,103,7.706242555,7.857331717,0.444319059,0.447802029,ipf - control,-0.119887916,0.064256495,-1.865771171,0.063582915
CA5A,103,103,3.595618596,4.014588464,0.876969574,0.82756572,ipf - control,-0.379966962,0.118826381,-3.197665027,0.001617987
ZG16,103,103,1.478935907,1.38843175,0.691484699,0.657425489,ipf - control,0.103718821,0.09747131,1.064095897,0.288607924
KLC2,103,103,9.782727193,9.76682891,0.505642873,0.411382677,ipf - control,0.029346616,0.066877403,0.438812144,0.661285967
SLC22A1,103,103,5.018077494,5.467162615,1.234059511,1.177650324,ipf - control,-0.46311724,0.172250779,-2.688622026,0.007799011
TEX36,103,103,1.778337657,1.040436761,1.488993543,1.381972278,ipf - control,0.784848508,0.205200667,3.824785362,0.000176357
CTBP2,103,103,10.70452639,11.05404488,0.451730846,0.345691839,ipf - control,-0.355668709,0.058308297,-6.099795921,5.65E-09
ZDHHC14,103,103,8.27440008,8.926267903,0.590164017,0.55376757,ipf - control,-0.625384387,0.080149411,-7.802732125,3.66E-13
ATR,103,103,8.522398462,8.470173719,0.648564333,0.499825405,ipf - control,0.068462402,0.083415442,0.82074015,0.412801654
UBE2C,103,103,6.033292283,5.33029265,1.237570985,1.694302277,ipf - control,0.735716024,0.213629411,3.443889214,0.000702557
DSG4,103,103,0.222396996,0.029126214,0.462400308,0.168982577,ipf - control,0.180717127,0.050019004,3.612969338,0.000385582
GK5,103,103,7.618736268,7.970245946,0.850003705,0.726234418,ipf - control,-0.349323119,0.113355697,-3.081654724,0.002357904
RTP1,103,103,0.714386334,0.613573061,0.756260515,0.798701638,ipf - control,0.126874972,0.108418427,1.170234388,0.243342229
DES,103,103,13.50527962,12.15088881,1.308432119,1.025716413,ipf - control,1.339166385,0.169994415,7.877708127,2.33E-13
PDIK1L,103,103,7.244189287,7.389396141,0.537229038,0.608273748,ipf - control,-0.129647285,0.08270528,-1.567581713,0.118608429
SPSB4,103,103,3.984461687,4.674175806,1.222462398,0.999689776,ipf - control,-0.642459841,0.156824746,-4.096673869,6.15E-05
RAG2,103,103,1.703957604,1.367077042,1.405672465,1.438315258,ipf - control,0.384288021,0.19753684,1.94539925,0.053172023
TRAF6,103,103,6.78403985,7.270071014,0.563421438,0.594651869,ipf - control,-0.491858988,0.082222168,-5.982072743,1.04E-08
ZNF654,103,103,7.037342667,7.238888076,0.496733377,0.494135353,ipf - control,-0.198311868,0.070116948,-2.828301495,0.005170955
TVP23C,103,103,8.573654596,8.640437499,0.56915098,0.496225722,ipf - control,-0.055814995,0.075059144,-0.743613525,0.458009954
MRPS22,103,103,10.43997709,10.71620754,0.382954521,0.390787959,ipf - control,-0.267435827,0.055595542,-4.810382608,3.02E-06
PACS1,103,103,8.852575346,8.756212528,0.926048519,0.676331438,ipf - control,0.094018146,0.117090936,0.802949819,0.422986361
WFDC5,103,103,2.372473088,3.080709115,1.334347533,1.881129417,ipf - control,-0.793729845,0.232155932,-3.418951379,0.000766135
SH3BP5L,103,103,7.525406686,7.430342624,0.768271796,0.619454886,ipf - control,0.103109865,0.101386424,1.016998735,0.310420667
OR2T1,103,103,0,0,0,0,ipf - control,0,0,,
YPEL2,103,103,4.551300558,4.879982329,1.30577681,1.143627248,ipf - control,-0.324619669,0.177613213,-1.827677478,0.069134138
CADM2,103,103,2.801379482,4.004846267,1.05778561,1.332007575,ipf - control,-1.220179571,0.174174723,-7.005491674,3.95E-11
ABO,103,103,4.529529861,5.395695084,1.990156659,2.007239123,ipf - control,-0.84132924,0.288506959,-2.916148863,0.003961304
PSMD2,103,103,12.29234227,12.44603797,0.336691302,0.359953396,ipf - control,-0.151301692,0.050261484,-3.010290965,0.00295691
FAM131A,103,103,9.660855026,9.718869641,0.435401449,0.372330707,ipf - control,-0.073554308,0.058656988,-1.253973483,0.211360546
CSRP2,103,103,8.407656511,8.63494654,0.683844571,1.008431125,ipf - control,-0.269357414,0.120219824,-2.240540752,0.026189833
PARL,103,103,11.18252517,11.32624955,0.346743302,0.340680486,ipf - control,-0.138952886,0.049377237,-2.814108174,0.005395319
DDIT3,103,103,10.58313051,11.05622718,0.600422912,0.602308385,ipf - control,-0.49213506,0.085254818,-5.77251901,3.05E-08
PCCA,103,103,8.931028215,9.14628755,0.520124374,0.432563734,ipf - control,-0.223679982,0.068506586,-3.26508728,0.001293633
DCTN2,103,103,12.16639969,12.39842895,0.38463943,0.29335713,ipf - control,-0.230045557,0.049522459,-4.645277365,6.26E-06
NPPA,103,103,5.308238693,5.457593349,0.881332934,1.135877141,ipf - control,-0.119188928,0.147223906,-0.809575912,0.419175804
ZNF408,103,103,8.166736132,8.284707859,0.363682996,0.45807946,ipf - control,-0.10198092,0.059313445,-1.719355865,0.087144563
CTDSP2,103,103,10.02043467,10.52157773,0.720990131,0.581800505,ipf - control,-0.504759115,0.09451489,-5.34052482,2.58E-07
CKAP5,103,103,9.739061985,9.826027375,0.486734219,0.360369176,ipf - control,-0.083184221,0.061868528,-1.3445321,0.180346337
ARHGAP1,103,103,7.47575869,7.35890794,0.823463831,0.619582529,ipf - control,0.145028022,0.104514624,1.38763378,0.16684038
MED16,103,103,10.47660787,10.61472069,0.452408487,0.427395444,ipf - control,-0.133177669,0.064022404,-2.080172882,0.038823542
ATG13,103,103,10.90487739,11.0663567,0.343589586,0.291492945,ipf - control,-0.15338614,0.045960518,-3.337345764,0.001013827
GAL3ST3,103,103,0.404657282,0.306491929,0.730464479,0.62495187,ipf - control,0.098468897,0.093415328,1.054097859,0.293149159
C1orf127,103,103,4.553004293,4.926056156,0.712606742,1.029307711,ipf - control,-0.354260223,0.12817052,-2.763975852,0.006260488
CHST1,103,103,3.26781531,3.840074853,1.199946492,1.127692612,ipf - control,-0.565006592,0.167584082,-3.371481251,0.000902292
GOLGA8A,103,103,10.54685483,10.63783549,0.872486178,0.828175352,ipf - control,-0.054333547,0.122519695,-0.443467863,0.657921529
VWA3A,103,103,8.053500506,7.448247086,2.221638039,1.4347283,ipf - control,0.571126658,0.268494084,2.127148015,0.034670946
TP53I11,103,103,11.18507873,11.42659625,0.450020463,0.452075692,ipf - control,-0.234879699,0.065169949,-3.604110547,0.000398111
CENPS,103,103,8.570140191,8.463595326,0.744481734,0.576351316,ipf - control,0.095351544,0.095398413,0.999508701,0.318793378
DOLK,103,103,9.082062629,9.223523586,0.37486756,0.563963556,ipf - control,-0.123526467,0.068548807,-1.80202214,0.073094359
PHYHD1,103,103,10.71957473,10.93265442,0.597190824,0.64398583,ipf - control,-0.210799091,0.089817494,-2.346971411,0.019935001
CATSPER1,103,103,6.620877298,7.138447244,0.882832907,0.725155473,ipf - control,-0.546163922,0.114588445,-4.766308884,3.67E-06
CCNE2,103,103,6.970585585,7.226348047,0.680032733,0.570795356,ipf - control,-0.226779726,0.089286359,-2.539914589,0.011871674
PHYKPL,103,103,11.579234,11.7941765,0.725532159,0.53192973,ipf - control,-0.19528395,0.091300734,-2.13890888,0.033693207
GRAMD2A,103,103,8.507270687,9.180559879,1.335287266,1.152880779,ipf - control,-0.67263375,0.181231383,-3.711463983,0.000269135
ZNF519,103,103,7.052655794,7.258480393,0.757865548,0.654622001,ipf - control,-0.169766356,0.098350191,-1.726141605,0.085914014
LSM1,103,103,9.288207417,9.353631166,0.460766491,0.442450027,ipf - control,-0.056660401,0.064663669,-0.876232385,0.381987383
PROP1,103,103,0.195094539,0.089028398,0.471380631,0.316349096,ipf - control,0.104053394,0.055709743,1.867777297,0.063301165
ISX,103,103,0.13189284,0.261011364,0.394698592,0.613624286,ipf - control,-0.130990156,0.072464596,-1.807643501,0.072210994
BANF1,103,103,11.69476285,11.74319864,0.4058273,0.36743619,ipf - control,-0.044687173,0.055778408,-0.8011554,0.424021809
CHRNA7,103,103,5.988289592,5.587046887,0.70117345,0.824307375,ipf - control,0.406830415,0.10915289,3.727161189,0.000253975
