geneName,ipf_n,control_n,ipf_mean,control_mean,ipf_sd,control_sd,contrast,diff,SE,tratio,pvalue
FSTL5,103,103,0.411812287,0.5830859,0.782832895,0.943046357,ipf - control,-0.141337625,0.126122282,-1.120639605,0.263826636
DDX19A,103,103,8.167790264,8.395706194,0.747179045,0.535416973,ipf - control,-0.220613189,0.093956585,-2.348033285,0.019879869
ATOH8,103,103,9.840371158,10.85872121,0.938465871,0.820246567,ipf - control,-0.981927486,0.126025856,-7.791476432,3.92E-13
SOX14,103,103,0.842963608,0.626305075,0.948814162,0.781093505,ipf - control,0.162427457,0.119662657,1.357377988,0.176238102
ANKRD49,103,103,8.986501473,9.177231604,0.448409745,0.437652703,ipf - control,-0.167057573,0.06361249,-2.626175677,0.00932424
SFTPB,103,103,17.57568996,18.09288295,1.131491087,1.475285839,ipf - control,-0.518726024,0.1869815,-2.774210419,0.006074258
USP39,103,103,9.694022218,9.977892418,0.431769431,0.33175692,ipf - control,-0.279464784,0.055549105,-5.030950216,1.11E-06
TNIP2,103,103,10.80229715,11.00639516,0.401101079,0.431408871,ipf - control,-0.203750263,0.059385838,-3.430957128,0.000734883
C2orf68,103,103,8.957593295,9.422306705,0.517435781,0.413079907,ipf - control,-0.459373009,0.068094863,-6.74607439,1.70E-10
TMEM150A,103,103,9.781245987,10.03391365,0.611224181,0.491720278,ipf - control,-0.23584112,0.080575588,-2.926954999,0.00383192
RNF181,103,103,12.73368847,12.98084845,0.419674539,0.388690042,ipf - control,-0.270587791,0.057097997,-4.739006678,4.15E-06
VAMP5,103,103,8.872444081,9.449272895,0.499802316,0.461174406,ipf - control,-0.597692858,0.068890638,-8.67596634,1.65E-15
BTNL3,103,103,2.168351532,4.114971494,2.023608462,2.23746023,ipf - control,-1.929200557,0.307844119,-6.266809848,2.33E-09
LRRC28,103,103,8.86622125,9.117627007,0.399160209,0.350592803,ipf - control,-0.261257605,0.054485284,-4.795012268,3.23E-06
MAT2A,103,103,10.91793783,10.90906172,1.035263061,0.767871312,ipf - control,0.039563095,0.132499441,0.298590656,0.765571978
PLA2G4F,103,103,8.710645768,10.2748396,1.717915954,1.930510493,ipf - control,-1.512905397,0.263308051,-5.745762007,3.50E-08
ZNF608,103,103,9.027473097,9.578877915,0.68119022,0.527543055,ipf - control,-0.542948141,0.08744435,-6.209070562,3.17E-09
SLC35G2,103,103,7.928207289,8.172906771,0.6143225,0.498817278,ipf - control,-0.220035433,0.080915297,-2.719330474,0.007134925
INPP5D,103,103,9.725484045,9.735125392,0.535262872,0.615194618,ipf - control,-0.0198932,0.081217506,-0.244937343,0.806763836
LETM1,103,103,7.898790712,7.868386874,0.873154262,0.754995937,ipf - control,0.037296367,0.118576511,0.314534189,0.753453364
CTRB1,103,103,1.727700407,2.490131557,1.378613967,1.450456281,ipf - control,-0.810362561,0.204870474,-3.955487318,0.000107029
CTRB2,103,103,1.717557451,2.256239098,1.361192172,1.470703557,ipf - control,-0.576913851,0.205902632,-2.801877013,0.005595732
TRIM49,103,103,0.707722036,0.120376152,1.259921665,0.547804939,ipf - control,0.560271443,0.140786937,3.979569791,9.75E-05
TMEM129,103,103,9.196614204,9.306685455,0.512060922,0.428223227,ipf - control,-0.099312005,0.066966215,-1.483016532,0.139692716
PPIC,103,103,10.98806906,10.52292317,0.528298983,0.504192784,ipf - control,0.475717449,0.074248786,6.407073735,1.10E-09
SPRY3,103,103,3.940358441,4.252324179,0.646596452,0.556126639,ipf - control,-0.302563814,0.086167932,-3.511327306,0.000554491
CEP120,103,103,8.569725058,8.921069773,0.46585189,0.441099192,ipf - control,-0.333525778,0.064888705,-5.139966611,6.68E-07
STXBP6,103,103,8.093231102,10.38312672,1.287052693,0.844935738,ipf - control,-2.289356934,0.157562458,-14.52983768,7.56E-33
TM4SF20,103,103,2.191394802,2.22072128,0.814081802,0.752399443,ipf - control,-0.022045875,0.112497926,-0.195966951,0.84484115
MFF,103,103,11.20507402,11.37548769,0.351322291,0.247344849,ipf - control,-0.161351071,0.043807727,-3.683164671,0.000298648
GRM5,103,103,2.091250091,1.475784211,1.433086782,1.340754301,ipf - control,0.567392901,0.198081608,2.864440095,0.004637522
LGALS9,103,103,12.49289205,12.67771256,0.570467852,0.619095038,ipf - control,-0.199170329,0.085551542,-2.328074117,0.020938883
JMJD7-PLA2G4B,103,103,8.474905755,8.777192406,0.859605747,0.689236072,ipf - control,-0.277405144,0.112076274,-2.475146021,0.014175779
CPLX1,103,103,7.197672165,7.242593573,0.933446986,0.71248722,ipf - control,-0.029288765,0.119010829,-0.246101677,0.805863712
PXDC1,103,103,11.44099924,11.98005386,0.603651222,0.521176036,ipf - control,-0.54014297,0.081251711,-6.647773441,2.94E-10
SIGLEC7,103,103,7.899154815,8.373086079,0.909795418,0.883379772,ipf - control,-0.490707059,0.128069249,-3.831575997,0.000171894
E2F6,103,103,8.233356438,8.254660568,0.48807751,0.498037124,ipf - control,-0.01940392,0.071199923,-0.272527257,0.785506488
FEM1B,103,103,5.538270644,5.811848004,1.614866965,1.485480337,ipf - control,-0.273126303,0.220322302,-1.23966707,0.216596031
COMMD8,103,103,2.792059887,3.503470911,1.82811787,1.67123373,ipf - control,-0.682332145,0.248816249,-2.742313445,0.00667185
ATP5ME,103,103,9.881560722,10.02228734,0.484375783,0.419085767,ipf - control,-0.124269312,0.065493694,-1.897424079,0.05925725
SLC49A3,103,103,9.598234699,9.714977847,0.534259079,0.445616608,ipf - control,-0.120854928,0.071295205,-1.695134033,0.0916544
COL4A3,103,103,8.461211905,10.19782217,1.444973253,1.239439565,ipf - control,-1.693114309,0.191496112,-8.841507474,5.75E-16
MAP2K1,103,103,10.57889423,10.95547889,0.444078764,0.411746222,ipf - control,-0.378176781,0.060615266,-6.238969261,2.71E-09
KLK7,103,103,4.982109803,4.265035724,1.85798032,2.825461762,ipf - control,0.585504131,0.33902523,1.727022297,0.085755348
HNRNPH1,103,103,14.44900797,14.55382349,0.667057301,0.564885262,ipf - control,-0.078759692,0.088336666,-0.891585513,0.373719615
IRS1,103,103,8.206473398,8.404296423,0.491245969,0.487541171,ipf - control,-0.20380718,0.070474134,-2.891943012,0.004265752
MECP2,103,103,9.051776738,9.237199451,0.529406767,0.734102582,ipf - control,-0.215928524,0.091981566,-2.347519538,0.019906526
VCX3A,103,103,0.98881714,1.16910501,1.323340129,1.446730361,ipf - control,-0.165513816,0.197343374,-0.838709773,0.402664422
UPF3A,103,103,10.67549467,10.89889582,0.576958939,0.40974444,ipf - control,-0.199879184,0.072339628,-2.76306622,0.006277288
ZBBX,103,103,8.852234139,6.77118767,2.281435824,2.578352143,ipf - control,2.010394813,0.346348083,5.804550129,2.60E-08
ROR2,103,103,6.003943551,4.732869571,0.893640486,1.43461687,ipf - control,1.28524729,0.173674267,7.400332296,4.02E-12
AR,103,103,6.52164094,6.792252571,0.644722715,0.654368967,ipf - control,-0.245855153,0.091812998,-2.677781574,0.008046452
DHRSX,103,103,8.314430799,8.462981534,0.366178175,0.324729407,ipf - control,-0.17060327,0.048766345,-3.498381295,0.000580422
VXN,103,103,5.317802551,5.831135036,1.102313406,1.029082272,ipf - control,-0.511160431,0.153242653,-3.335627661,0.001019768
HSPBAP1,103,103,8.041076206,8.371894477,0.767868705,0.667049165,ipf - control,-0.302998993,0.102677828,-2.950968072,0.003558148
ASMTL,103,103,7.371442585,7.563884848,0.436731834,0.368710484,ipf - control,-0.186302646,0.058135931,-3.204604141,0.001581416
SLC25A6,103,103,7.735076048,8.055061702,0.853496591,0.836992528,ipf - control,-0.344468031,0.12220074,-2.818870268,0.005319072
CHST14,103,103,9.174917094,9.455786227,0.473869664,0.461470374,ipf - control,-0.268862413,0.067420682,-3.987832864,9.44E-05
PARM1,103,103,10.72451217,10.63145876,0.555081462,0.668665613,ipf - control,0.072029338,0.088122284,0.817379379,0.41471435
CSNK1G1,103,103,6.43311903,6.487681225,0.686998127,0.64371036,ipf - control,-0.088741114,0.095662676,-0.927646168,0.35474381
FAM110B,103,103,7.462838688,7.860540475,0.551498587,0.437202626,ipf - control,-0.396694504,0.070310958,-5.642001131,5.89E-08
ARMC4,103,103,7.828193171,6.664759643,1.866542127,1.574501557,ipf - control,1.10366248,0.246519948,4.476970283,1.29E-05
AFAP1L2,103,103,7.237527449,7.230460169,0.681646676,0.763212785,ipf - control,0.021428329,0.103031373,0.207978684,0.835463786
ZNF354A,103,103,5.330032343,5.457338457,1.210990701,1.209202911,ipf - control,-0.098312467,0.172161435,-0.571048142,0.568627921
ATF5,103,103,8.06393989,7.954529945,0.564773876,0.599198842,ipf - control,0.12407931,0.082325037,1.507188024,0.133389119
UBE2V2,103,103,10.27053638,10.3256168,0.42419099,0.363782912,ipf - control,-0.049044146,0.056432869,-0.86907058,0.385882438
GOT1L1,103,103,0.142856753,0.104925776,0.539450233,0.472241957,ipf - control,0.047043935,0.073765445,0.637750302,0.52438824
ZBTB43,103,103,7.127718561,7.20567338,0.921469032,0.733732728,ipf - control,-0.074258114,0.121645655,-0.61044609,0.542280804
CPT1C,103,103,8.159473457,7.530799838,0.856325455,0.722153372,ipf - control,0.688001237,0.113071075,6.084679376,6.11E-09
PCSK9,103,103,6.959891154,8.828392661,1.456582294,1.264358088,ipf - control,-1.868866623,0.195950663,-9.537434566,6.36E-18
XPO6,103,103,11.35042855,11.64406406,0.362902337,0.508674146,ipf - control,-0.293306484,0.064142882,-4.572705072,8.57E-06
GSG1L,103,103,1.553098193,2.487839371,1.573554168,2.028652584,ipf - control,-0.951166307,0.263455573,-3.610348017,0.00038925
MN1,103,103,3.268322178,3.5838289,2.292106182,2.288639305,ipf - control,-0.202911458,0.329584805,-0.615657806,0.538841991
APEX2,103,103,5.668674015,6.256910951,1.602319787,0.882417802,ipf - control,-0.629675986,0.18610425,-3.38345838,0.000865953
NSMCE1,103,103,8.602498964,8.726490182,0.523321314,0.487993956,ipf - control,-0.127359354,0.073229394,-1.739183509,0.083588689
CCDC126,103,103,7.540192377,7.756857272,0.543467636,0.506331031,ipf - control,-0.204817073,0.075181239,-2.724310948,0.007032176
IL13,103,103,4.104450453,3.206824249,2.089456904,1.474883147,ipf - control,0.895670026,0.261946059,3.419291857,0.000765232
NPIPB12,103,103,11.52594604,11.72596033,0.798821272,0.655671432,ipf - control,-0.167090806,0.103194995,-1.619175482,0.107034017
OR10G3,103,103,6.381281598,6.912806352,0.743568077,0.603892447,ipf - control,-0.532421609,0.09772341,-5.448250402,1.53E-07
OR6F1,103,103,0.12786335,0.217720543,0.387807582,0.620399043,ipf - control,-0.085883018,0.075357186,-1.139679205,0.255825151
CD2BP2,103,103,10.37571397,10.34522205,0.461075686,0.675978143,ipf - control,0.024775848,0.081264175,0.30488032,0.760784135
RSPO1,103,103,6.1395317,7.409761977,0.96183793,1.044315794,ipf - control,-1.224648051,0.144043465,-8.501934142,4.94E-15
RGS14,103,103,9.637975512,9.724066076,0.510168367,0.520010791,ipf - control,-0.072547834,0.074341235,-0.975876104,0.330341153
TBC1D10B,103,103,8.421355955,8.515700995,0.621045482,0.492725762,ipf - control,-0.080910613,0.079948765,-1.012030802,0.312783871
LMAN2,103,103,10.92331402,10.94556465,0.750062624,0.683824765,ipf - control,-0.015309143,0.103893569,-0.147354098,0.883005562
GCSAML,103,103,2.737447951,2.479915021,1.476469613,1.647440601,ipf - control,0.264240629,0.223363699,1.183006147,0.238254435
RAB24,103,103,10.26237699,10.77174932,0.504036786,0.449208503,ipf - control,-0.501708927,0.069205523,-7.24955041,9.69E-12
PRELID1,103,103,10.47421986,10.65123261,0.783630696,0.969483715,ipf - control,-0.196801637,0.122907121,-1.601222413,0.110954756
THBS3,103,103,11.1547847,10.74683154,0.743561244,0.536884498,ipf - control,0.431998283,0.092679409,4.661211033,5.84E-06
CA5B,103,103,7.8133747,8.111534855,0.746958745,0.676882444,ipf - control,-0.27288772,0.101502014,-2.688495624,0.007801856
SLC50A1,103,103,9.904889248,9.824353248,0.500907218,0.542843353,ipf - control,0.074738492,0.074591071,1.001976387,0.317603118
EFNA1,103,103,11.93308149,12.70023345,0.678490619,0.572256542,ipf - control,-0.78826191,0.089318429,-8.825299764,6.38E-16
NPIPB3,103,103,12.09921036,12.15244097,0.755917976,0.698038182,ipf - control,-0.031418627,0.10462809,-0.300288643,0.764278532
SH3TC2,103,103,4.509755334,4.740014492,0.746185581,0.642326367,ipf - control,-0.199914516,0.101355898,-1.972401405,0.049984605
CXCL11,103,103,6.408963795,7.35368273,2.064625584,1.638099332,ipf - control,-0.946894407,0.259267952,-3.652184545,0.000334449
ZRSR2,103,103,9.548057377,9.959301905,0.511327426,0.37484661,ipf - control,-0.361118231,0.059108367,-6.109426627,5.37E-09
NMD3,103,103,10.01855188,10.24622034,0.461106954,0.39179187,ipf - control,-0.234887248,0.061695082,-3.807228051,0.000188412
ADRB2,103,103,8.024205464,9.403157207,0.611227962,0.750126284,ipf - control,-1.380779658,0.09871843,-13.98705041,3.37E-31
B3GALNT1,103,103,7.35054782,8.803999998,0.91530832,0.874314404,ipf - control,-1.437274827,0.128105145,-11.21949334,7.76E-23
KCNAB1,103,103,6.912074239,7.304385067,0.734035238,0.805366115,ipf - control,-0.43895746,0.109111047,-4.02303407,8.23E-05
MRPL1,103,103,8.579907717,8.258285573,0.631464833,0.74427331,ipf - control,0.320663694,0.100429148,3.192934538,0.001643365
SHE,103,103,8.452098203,9.367086037,0.780425795,0.730178532,ipf - control,-0.896150061,0.108642118,-8.248643127,2.39E-14
NR0B1,103,103,0.838507581,0.575798664,1.016515177,0.835137178,ipf - control,0.257872677,0.134024585,1.924069959,0.055809242
PGM2,103,103,8.971115063,8.941516472,0.506255668,0.435494329,ipf - control,0.024272126,0.065404626,0.37110718,0.710962646
STK32A,103,103,5.61509954,5.049048292,1.109204848,1.065041478,ipf - control,0.592908718,0.15604938,3.79949423,0.000193966
IL1RAPL1,103,103,1.833234596,1.910394888,0.724030956,0.703045936,ipf - control,-0.080178984,0.102812294,-0.779857941,0.436424886
P2RY12,103,103,6.10486341,6.788726224,1.134893089,1.136515739,ipf - control,-0.653756245,0.162167087,-4.031374425,7.96E-05
C22orf15,103,103,8.724351946,7.081951696,2.044625024,1.78546817,ipf - control,1.589577689,0.274983704,5.780625062,2.93E-08
OR5AU1,103,103,2.482935705,2.746095969,0.707736921,0.599457063,ipf - control,-0.264664889,0.094104902,-2.812445304,0.005422176
MINAR1,103,103,3.582503607,2.895885096,0.564155182,0.558817355,ipf - control,0.710909506,0.079882868,8.899398824,3.98E-16
PDILT,103,103,1.067169417,1.190630333,1.225508856,1.258959835,ipf - control,-0.090152752,0.180016257,-0.500803393,0.617077206
UMOD,103,103,0.055872694,0.019417476,0.283790473,0.138661849,ipf - control,0.038392705,0.032588117,1.178119769,0.240191975
GP2,103,103,2.830044867,2.234358519,1.5413834,1.318618849,ipf - control,0.566486794,0.206662099,2.741125711,0.006695097
SLC33A1,103,103,9.465145022,9.552725335,0.425892231,0.480730004,ipf - control,-0.070930782,0.064658142,-1.097012372,0.273995791
SNUPN,103,103,9.837857049,9.955180049,0.389724805,0.41437089,ipf - control,-0.11318445,0.058359315,-1.939441041,0.053897936
CRADD,103,103,7.061474917,6.866523874,0.768606046,0.631910555,ipf - control,0.170256897,0.099231387,1.715756498,0.08780308
SIN3A,103,103,9.644167585,9.930269185,0.354747286,0.360726424,ipf - control,-0.293920924,0.051419828,-5.716100887,4.06E-08
ARL13B,103,103,8.653537224,9.095713159,0.550110491,0.54253277,ipf - control,-0.449038853,0.079276898,-5.664182925,5.27E-08
AC010330.1,103,103,0.26635842,0.019417476,0.729032111,0.197065856,ipf - control,0.203745427,0.071368098,2.854852963,0.004773912
RNASE3,103,103,3.758800638,5.064311273,1.313895683,2.199830227,ipf - control,-1.322559864,0.257848375,-5.129215425,7.02E-07
PTK2,103,103,10.98773342,11.433051,0.446804003,0.35708248,ipf - control,-0.443666626,0.058658122,-7.563600969,1.53E-12
RSPH10B2,103,103,6.822930644,5.336965153,2.071647231,1.886518766,ipf - control,1.440901699,0.286717273,5.025514106,1.14E-06
PTAFR,103,103,9.454796525,9.766735728,0.791356273,0.903932757,ipf - control,-0.343167799,0.120380212,-2.850699418,0.00483413
PTPN9,103,103,9.646986792,9.904699971,0.384344433,0.331710015,ipf - control,-0.260837836,0.051685608,-5.046624174,1.03E-06
NPR1,103,103,7.852332112,9.144819885,1.140981519,0.82508561,ipf - control,-1.287278709,0.144494662,-8.908832282,3.74E-16
KCNK9,103,103,1.411023959,1.011790308,1.156390465,1.060684616,ipf - control,0.381726709,0.160890189,2.372591589,0.0186417
CXCL8,103,103,8.388596914,7.807451261,1.773437333,2.388179372,ipf - control,0.442484086,0.301864872,1.465834971,0.14431218
SCN9A,103,103,5.130542393,5.822649573,1.042617331,1.064227511,ipf - control,-0.661233697,0.151267297,-4.371293122,2.01E-05
RASSF6,103,103,5.503839673,5.255946576,0.944763523,0.705736225,ipf - control,0.254244814,0.119417835,2.129035532,0.034512401
COL22A1,103,103,4.98399675,3.273111338,1.080518751,0.992719309,ipf - control,1.689530015,0.150803647,11.20350899,8.66E-23
SDC2,103,103,10.78191237,10.78865914,0.831363469,0.537843392,ipf - control,-0.015019893,0.100852885,-0.148928736,0.881764563
CD52,103,103,6.966687945,7.428313656,1.040406806,0.982503203,ipf - control,-0.470278174,0.144854705,-3.246550909,0.00137619
MMGT1,103,103,9.248752223,9.583498494,0.3443297,0.314112534,ipf - control,-0.336795892,0.04781764,-7.04333984,3.18E-11
SPRR1A,103,103,6.217948701,0.678721935,2.968762542,1.702145056,ipf - control,5.343549469,0.345203802,15.47940501,1.01E-35
OR4K14,103,103,0,0,0,0,ipf - control,0,0,,
OR4K15,103,103,0.009708738,0.015387985,0.098532928,0.156170996,ipf - control,0.0019194,0.018528775,0.103590209,0.917601566
TM2D2,103,103,10.26670838,10.32638571,0.407906945,0.435135215,ipf - control,-0.053409549,0.059035507,-0.904702127,0.366745338
PLEKHA2,103,103,7.128920974,7.654262309,0.950051299,0.785533134,ipf - control,-0.514494722,0.119988936,-4.287851375,2.84E-05
CLIC4,103,103,4.479361291,4.854561841,1.355052534,1.346742058,ipf - control,-0.404492984,0.192965496,-2.096193325,0.037361851
SLC38A11,103,103,6.267070696,4.735408699,1.147214781,1.07910612,ipf - control,1.552766419,0.158888987,9.772649772,1.35E-18
METTL15,103,103,7.220943802,7.488063162,0.586520582,0.529680111,ipf - control,-0.256965839,0.079629097,-3.227034436,0.001468386
ZNF280A,103,103,0.122184102,0.238688956,0.342631452,0.460646893,ipf - control,-0.107160383,0.056309746,-1.903052155,0.058514493
MUC15,103,103,7.340447773,8.27729331,1.602945371,1.217774597,ipf - control,-0.996422613,0.205747724,-4.842933832,2.61E-06
CT55,103,103,3.096938153,3.221844983,0.743951355,0.73400731,ipf - control,-0.157897835,0.106733858,-1.479360321,0.140666001
ZEB2,103,103,11.1102877,11.54928823,0.719687149,0.557406285,ipf - control,-0.436960454,0.089514301,-4.881459691,2.19E-06
GJB1,103,103,5.677638394,6.320778846,1.206363916,1.982705997,ipf - control,-0.649294293,0.23962214,-2.709659017,0.007338339
PCBP1,103,103,13.08390831,13.4209132,0.333327196,0.353081,ipf - control,-0.346373621,0.04911158,-7.052789222,3.01E-11
HINT1,103,103,13.29695813,13.44468059,0.436798563,0.289968007,ipf - control,-0.167714751,0.052979527,-3.165652082,0.001797078
DTWD2,103,103,6.221152769,6.370193097,0.513036107,0.605950739,ipf - control,-0.135232438,0.080704205,-1.67565542,0.095416653
